0.503035033471819,0.744779098519379,2.49943079828056,0.251722610445927,0.798329673401149,0,1,1,43.85,369,0.57,2.90634311714012,0
0.500225076358295,0.74474581825223,2.46757438446178,0.253273242463168,0.805038885835186,0,1,1,43.87,368,0.55,2.88514983728402,0
0.499384153719924,0.742104013298504,2.4620208985813,0.258332097543507,0.8116977662441,0,1,1,43.89,367,0.55,2.85138378364552,0
0.504434019696543,0.746658702307175,2.46677961036177,0.251220998966608,0.82188926157957,0,1,1,43.91,365,0.53,2.81908394578984,0
0.497275277318119,0.735748550575356,2.53288737282901,0.256675916134273,0.777591645578098,0,1,1,43.93,363,0.52,2.7614198957528,0
0.502391196398052,0.737278263562234,2.5152371397182,0.256531928359725,0.799373095283163,0,1,1,43.95,361,0.51,2.72845021691501,0
0.498147590144524,0.732912153149324,2.52928834860862,0.263707806893548,0.784061261026771,0,1,1,43.97,360,0.5,2.69149363366994,0
0.494042386953318,0.742699266213125,2.49026735830474,0.247519587593925,0.807187500616948,0,1,1,44.01,356,0.48,2.61880088162906,0
0.500905916081743,0.743262327005694,2.44602120822254,0.255135325197227,0.818517932594783,0,1,1,44.03,354,0.47,2.58631305824787,0
0.490157262173915,0.732107297645543,2.48499027621287,0.262191952952867,0.811518903222855,0,1,1,44.05,352,0.46,2.5459245390427,0
0.485580990762374,0.733266850472224,2.48537964984446,0.261146867699089,0.812885483687063,0,1,1,44.07,350,0.45,2.4930110419858,0
0.490749904470355,0.735131956186136,2.49438787549821,0.257661593598021,0.813785233130685,0,1,1,44.09,347,0.43,2.45427627377362,0
0.494637616322082,0.734527184851111,2.47556878165416,0.257338334720642,0.830861476573925,0,1,1,44.11,345,0.42,2.41549848127315,0
0.497747572708154,0.75078456987552,2.42887845021986,0.243190829480794,0.821572536653369,0,1,1,44.13,342,0.41,2.37619946523089,0
0.500250524323086,0.752196413527499,2.41202280946927,0.243971557032727,0.837291671206295,0,1,1,44.15,337,0.4,2.32663469702883,0
0.509405406192206,0.749726349882293,2.43293256289413,0.241707225904591,0.846891636448692,0,1,1,44.17,337,0.39,2.28789310245274,0
0.503054112953721,0.735651124810569,2.56751139632266,0.254893276430759,0.770556985844355,0,1,1,44.19,334,0.38,2.24254355477452,0
0.502063973983674,0.757667596072251,2.40021029725129,0.231199982433935,0.845471023237865,0,1,1,44.21,329,0.36,2.17856241431202,0
0.496376238718109,0.76226484129646,2.32142087146219,0.232686061084494,0.861760144854701,0,1,1,44.23,324,0.34,2.11083612943326,0
