idx,scm_COR_R,scm_IDM_R,scm_ENT_R,scm_CSD_R,scm_CSR_R,scm_DKL_R,scm_MDR_R,scm_CAD_R,Freq_Rated,Freq_Gen,CC_bus,Power,I_R_rms,I_S_rms,I_T_rms,Load,Class
34.0,0.482133632447609,0.759140046155715,2.31206379423733,0.236917283522142,0.85531293361227,0.0,1.0,1.0,47.5,46.41,361.0,0.51,2.74385774128057,2.74216226890262,2.8085393123633504,0.0,2.0
148.0,0.428789762164519,0.72400810889082,2.32622431594166,0.300745006358118,0.8654799752729889,0.0,1.0,1.0,57.5,56.59,357.0,0.43,2.62800414159788,2.60806042672528,2.6984977915361203,0.0,2.0
19.0,0.496376238718109,0.76226484129646,2.32142087146219,0.232686061084494,0.8617601448547009,0.0,1.0,1.0,45.0,44.23,324.0,0.34,2.11083612943326,2.11203833521229,2.16164576214241,0.0,1.0
34.0,0.4408493837512679,0.7436492355285859,2.26686756267433,0.254651447219717,0.8970486888565509,0.0,1.0,1.0,50.0,49.15,248.0,0.21,1.81909909756808,1.4668095998376598,1.32480838425523,0.0,7.0
23.0,0.458865951729728,0.762299705752313,2.20441156324984,0.229579502599745,0.916648381962694,0.0,1.0,1.0,45.0,44.23,291.0,0.27,1.99689928125917,1.78778755986983,1.78046436052998,0.0,6.0
115.0,0.453285383398318,0.742699266213125,2.32806805516912,0.26404428266789604,0.8911842512945931,0.0,1.0,1.0,55.0,54.02,358.0,0.46,2.65356455325359,2.63537213614836,2.7265683539358503,0.0,2.0
134.0,0.482483219898854,0.72386136607117,2.5203147505876498,0.28392980426179,0.8075711103019351,0.0,1.0,1.0,55.0,53.91,372.0,0.53,2.95245561577626,2.95612059660948,3.0401791340662903,0.0,1.0
46.0,0.471840087165986,0.7661191468497179,2.22359732472897,0.221721619203862,0.92713494791443,0.0,1.0,1.0,47.5,46.84,296.0,0.27,1.8147694653826,1.8021965396589696,1.82808496321342,0.0,5.0
110.0,0.4766704839077949,0.7256999375898059,2.5295373262750096,0.27927844206113106,0.793973421623792,0.0,1.0,1.0,52.5,51.55,359.0,0.47,2.65308748124407,2.65477389086321,2.7311601337412594,0.0,1.0
171.0,0.415049496850626,0.722961249277038,2.26500115366173,0.311354414967906,0.8530612954691109,0.0,1.0,1.0,60.0,58.9,374.0,0.52,3.01694671534246,3.00051896305704,3.09546729601561,0.0,2.0
26.0,0.4724476623323061,0.7917781754263722,2.0329615238680603,0.194737261130096,0.8972530663402579,0.0,1.0,1.0,45.0,44.44,233.0,0.17,1.33742630000395,1.3463363509830002,1.35335142342819,0.0,2.0
19.0,0.462822772039153,0.7431739472941039,2.34220776846641,0.245015956117076,0.8714057100199641,0.0,1.0,1.0,45.0,44.29,305.0,0.29,1.91347656835935,1.90010268952602,1.93173183663838,0.0,5.0
134.0,0.438120130515716,0.7359001530672321,2.3510157729742303,0.2712773320092769,0.879478281661917,0.0,1.0,1.0,55.0,53.97,346.0,0.43,2.7627668928767206,2.45142707081578,2.47459474948107,0.0,6.0
125.0,0.44628144126379,0.7898769371731881,1.94119193211897,0.199958171322386,0.974396801277701,0.0,1.0,1.0,52.5,51.89,213.0,0.13,1.3453620045048,1.22110425025124,1.18760266834427,0.0,6.0
227.0,0.43123325816051,0.663534782493299,2.76860040115826,0.398685260852389,0.275096500632862,0.0,1.0,1.0,60.0,59.32,323.0,0.3,2.09335121379838,2.06390355457172,2.12739841748665,0.0,1.0
106.0,0.4562180412512461,0.7375501534104321,2.38286828200974,0.26822724022814004,0.8605741576226249,0.0,1.0,1.0,55.0,53.75,378.0,0.57,3.1173358521264904,3.08820821973734,3.16142288594648,0.0,5.0
81.0,0.452748781854097,0.7544664413326899,2.26981785886411,0.245364525692978,0.896160090847451,0.0,1.0,1.0,50.0,49.08,326.0,0.35,2.4026854252776,2.13291235013362,2.1489384657374,0.0,6.0
122.0,0.372719080618646,0.7519362358072041,2.03522698062512,0.2751167152528969,0.9304953986623952,0.0,1.0,1.0,60.0,59.17,264.0,0.24,2.04263548064716,1.65049955671103,1.44216499002162,0.0,7.0
140.0,0.40966435111673705,0.7175248263589921,2.39749292204166,0.30827902048847305,0.8809502976652421,0.0,1.0,1.0,57.5,56.4,346.0,0.39,2.60402837760052,2.3521171923734903,2.54530115099908,0.0,4.0
3.0,0.470375019054839,0.7411799584939229,2.41693760537095,0.25383243402633,0.8485625839067,0.0,1.0,1.0,45.0,43.83,358.0,0.5,2.78449759761626,2.6584599341791098,2.78492511723715,0.0,3.0
197.0,0.382194960176274,0.742986210175939,2.06112947908961,0.279641401846415,0.945368488872504,0.0,1.0,1.0,60.0,59.42,291.0,0.23,1.75210050073652,1.7391209673778998,1.7659792184087,0.0,2.0
33.0,0.4895129562074129,0.7292669408710369,2.5399915223728,0.266867162121346,0.804862648370622,0.0,1.0,1.0,47.5,46.33,373.0,0.58,2.98729907354967,2.99860438744414,3.06045102364073,0.0,1.0
12.0,0.485634253095426,0.756944970100673,2.34376311942546,0.2302071994628589,0.860468949202053,0.0,1.0,1.0,45.0,44.08,343.0,0.42,2.40710668441506,2.38959334131915,2.46306892788521,0.0,5.0
165.0,0.459215630815003,0.7122202754868029,2.4918671749791,0.309275973944227,0.774163925478303,0.0,1.0,1.0,57.5,56.42,375.0,0.52,3.0247903985982205,3.00424349980372,3.1133197298525297,0.0,1.0
110.0,0.4502951442150739,0.7352616796317801,2.37643371171933,0.271042696947054,0.8705453467508499,0.0,1.0,1.0,55.0,53.92,368.0,0.51,2.8627203110261,2.84644412241291,2.9338118649725096,0.0,2.0
52.0,0.4674656054117421,0.754068197927821,2.28571513206066,0.242951337787741,0.891902994636266,0.0,1.0,1.0,47.5,46.68,282.0,0.24,1.84595896796529,1.65218986346018,1.74949823705365,0.0,4.0
40.0,0.4929307484450179,0.739710625203421,2.5037104448625898,0.25871175140711,0.8197437486533029,0.0,1.0,1.0,47.5,46.47,362.0,0.51,2.72921064695173,2.74004123307032,2.80845238792777,0.0,1.0
95.0,0.4265535970304021,0.744712540959189,2.24087934124008,0.270801167841002,0.8745711240609408,0.0,1.0,1.0,57.5,56.6,285.0,0.29,2.2615497528399504,1.78576989542637,1.61436182039055,0.0,7.0
127.0,0.420404008801778,0.7109442761876321,2.43681945665453,0.305138371006779,0.86245599718831,0.0,1.0,1.0,55.0,54.08,313.0,0.26,2.12469648546932,1.8958356768581497,2.04189339712525,0.0,4.0
53.0,0.485345017929206,0.75866777937941,2.26036794906883,0.23774725338741295,0.884700660020658,0.0,1.0,1.0,47.5,46.7,276.0,0.23,1.7987260582444,1.6104903607068997,1.70193810734698,0.0,4.0
21.0,0.499425909134225,0.759209207689272,2.3569052764433103,0.233159294163841,0.8761490987661821,0.0,1.0,1.0,45.0,44.27,316.0,0.32,2.01081085586375,2.01560681612094,2.05914995650377,0.0,1.0
78.0,0.457086712855968,0.7689113752748861,2.11842278975568,0.215899102606232,0.958389972662393,0.0,1.0,1.0,50.0,49.44,253.0,0.18,1.4614014228098795,1.46741523920731,1.47745646077174,0.0,2.0
60.0,0.41881763623355,0.719062342705112,2.41113646839602,0.29895338099461405,0.851781968822038,0.0,1.0,1.0,55.0,53.84,330.0,0.44,2.9879974083317995,2.28714708507438,2.2135416267346697,0.0,7.0
67.0,0.468598531545009,0.738661545279953,2.40394576959488,0.26259017862406603,0.836529499139962,0.0,1.0,1.0,50.0,48.97,347.0,0.42,2.54603869063526,2.4168139321594704,2.54459967597896,0.0,3.0
100.0,0.438198634460207,0.7304922056481651,2.34428411140206,0.27073387286747697,0.8718326551377529,0.0,1.0,1.0,52.5,51.84,295.0,0.26,1.79157217153245,1.77347471783502,1.7980906987050602,0.0,5.0
57.0,0.452349272361328,0.7438262421898248,2.2953277164904504,0.248104810375677,0.8845332066138158,0.0,1.0,1.0,47.5,46.73,290.0,0.25,1.9887227024133,1.7788365530393502,1.76952058460175,0.0,6.0
110.0,0.391627557989466,0.71211883839175,2.32436572067538,0.31710962151897304,0.859900829376268,0.0,1.0,1.0,60.0,58.93,322.0,0.4,2.8562807655987,2.2031721985169903,2.0504881217392703,0.0,7.0
174.0,0.3693420960976861,0.7386724578587359,2.05081513264082,0.28037860978054,0.9228929941449,0.0,1.0,1.0,60.0,59.45,278.0,0.21,1.64989760797703,1.63334460213191,1.6478043640210602,0.0,5.0
107.0,0.3800380324899811,0.7175351233442869,2.29385271221518,0.316049145972029,0.906906782697796,0.0,1.0,1.0,60.0,58.87,327.0,0.42,2.93762193003632,2.26243694902021,2.11190435100504,0.0,7.0
40.0,0.476808984966133,0.76146383808233,2.27576617229264,0.231388693178794,0.8864805655066159,0.0,1.0,1.0,47.5,46.63,340.0,0.4,2.34442023047477,2.3301689953131404,2.3962776060099,0.0,5.0
65.0,0.457712936677252,0.717123474319809,2.5260351368268,0.29145978258809,0.79585568658596,0.0,1.0,1.0,50.0,48.79,349.0,0.44,2.66759344700624,2.40932129734364,2.60654694600216,0.0,4.0
49.0,0.484257306147576,0.7435054796353849,2.45391615019291,0.251633292528224,0.840165053461991,0.0,1.0,1.0,47.5,46.65,343.0,0.41,2.3672859596711,2.37651424845071,2.44300093479042,0.0,1.0
108.0,0.4349787978310991,0.7374413734108141,2.3456927034168102,0.261216193275404,0.866437273464081,0.0,1.0,1.0,52.5,51.55,333.0,0.38,2.5066902926657204,2.22662991244785,2.2387732901673902,0.0,6.0
79.0,0.46527300154983,0.7729050408866771,2.13726984344324,0.221768336841344,0.935922450342378,0.0,1.0,1.0,50.0,49.27,280.0,0.22,1.73891263665782,1.6321244878946,1.69428706328261,0.0,3.0
136.0,0.424229911926435,0.735240055878244,2.30138154465554,0.27682682117810603,0.891955324638607,0.0,1.0,1.0,55.0,54.01,341.0,0.41,2.67638836894204,2.3731207602400497,2.3976843638277097,0.0,6.0
137.0,0.40322427833117,0.733202334516233,2.18374032760907,0.271793825739765,0.920736929191287,0.0,1.0,1.0,55.0,54.46,250.0,0.17,1.4286374192322,1.4339145996353302,1.4444637894000398,0.0,2.0
159.0,0.368839434265573,0.718101913023497,2.21800471738291,0.301187693189167,0.896927954590393,0.0,1.0,1.0,57.5,56.78,235.0,0.15,1.4821472860421598,1.31144368448559,1.3734056845885,0.0,4.0
202.0,0.452367852493728,0.64634556219137,2.893844417597549,0.4215404470534809,0.212481712962205,0.0,1.0,1.0,60.0,58.92,374.0,0.51,3.00261772020941,2.97257743432039,3.08855247050894,0.0,1.0
11.0,0.484895426962441,0.7639419404125279,2.28805483270254,0.22786040087027695,0.8547603339042559,0.0,1.0,1.0,45.0,43.99,353.0,0.47,2.5645342628194103,2.57287788950592,2.63688393150842,0.0,2.0
4.0,0.4831936129638711,0.7314539842298521,2.4978836335705297,0.270925938650598,0.7899496364141558,0.0,1.0,1.0,45.0,43.78,344.0,0.42,2.59931538326482,2.35487011055382,2.54227812186532,0.0,4.0
123.0,0.4273200431443711,0.713928749910759,2.44780847973907,0.303784347865574,0.839297601556458,0.0,1.0,1.0,55.0,54.0,327.0,0.32,2.29922214389874,2.05969121204084,2.22966735342004,0.0,4.0
169.0,0.454514792805437,0.7175454206251259,2.48222860070378,0.29910419060797305,0.796317016640235,0.0,1.0,1.0,57.5,56.5,367.0,0.47,2.8391206835488703,2.810254051471,2.92166787403754,0.0,1.0
101.0,0.450773139318247,0.7387706855791959,2.3612295105482204,0.27223733057847305,0.8409393132254201,0.0,1.0,1.0,52.5,51.53,315.0,0.3,2.16600166079165,1.93544043851934,2.09169373616106,0.0,4.0
182.0,0.39803383062624,0.740411668887902,2.15737874416872,0.28866513310427,0.9243601345281528,0.0,1.0,1.0,60.0,59.12,353.0,0.41,2.56586056880852,2.5392260475430803,2.631364212782509,0.0,2.0
148.0,0.4080761826571079,0.740367814730358,2.18038918204381,0.266045770081051,0.953823564089415,0.0,1.0,1.0,55.0,54.25,291.0,0.26,1.9663705937857,1.7481480666353602,1.7261817466874,0.0,6.0
38.0,0.481664772679326,0.728884224029855,2.50838506047007,0.2704384028692,0.818077768529625,0.0,1.0,1.0,47.5,46.43,365.0,0.52,2.8036184598261404,2.8153460544832902,2.883068258406729,0.0,1.0
56.0,0.469276474050333,0.7705228768242129,2.14798242769252,0.216229225844692,0.922138633548953,0.0,1.0,1.0,47.5,46.82,253.0,0.18,1.5352430906903702,1.4478276182664298,1.49029656042839,0.0,3.0
105.0,0.4289255535770461,0.776469857440134,1.9965687253023705,0.208683150825372,0.977135424051895,0.0,1.0,1.0,52.5,51.99,208.0,0.12,1.17651919816077,1.17846879896643,1.17952191552855,0.0,5.0
214.0,0.43866863869219297,0.6544331300227739,2.82943792243196,0.40891679700165706,0.22735989298199,0.0,1.0,1.0,60.0,59.16,351.0,0.39,2.51110960304849,2.47858003170034,2.57091124774879,0.0,1.0
147.0,0.396291049234424,0.726775876855095,2.30335036522862,0.297700786548202,0.919766476370954,0.0,1.0,1.0,57.5,56.54,314.0,0.3,2.17407663532489,1.90297845011556,2.0590142627281,0.0,4.0
124.0,0.436132011702757,0.743383883437407,2.2990624852921098,0.26573252555722304,0.896462129886802,0.0,1.0,1.0,55.0,54.59,335.0,0.34,2.33345060241941,2.18740073937396,2.32142306058173,0.0,3.0
162.0,0.386706346408024,0.706563979368332,2.34204081132965,0.333926061225074,0.852333173300232,0.0,1.0,1.0,60.0,58.88,345.0,0.37,2.61840796652173,2.3437881535784,2.54425635280464,0.0,4.0
111.0,0.4669700674993661,0.7230867125585699,2.51111853255846,0.285043467669498,0.8104790639644059,0.0,1.0,1.0,52.5,51.57,357.0,0.46,2.6103899029341098,2.6096557295555898,2.69047040365089,0.0,1.0
169.0,0.425388016412789,0.772869199616657,1.9913000894849096,0.23487580840919606,0.90784967934873,0.0,1.0,1.0,57.5,57.01,239.0,0.16,1.35669258945725,1.36400909088403,1.3746587144396298,0.0,2.0
222.0,0.440506335569152,0.6615069127472379,2.77547564444434,0.401772802291237,0.268935139396193,0.0,1.0,1.0,60.0,59.27,334.0,0.32,2.23630155201789,2.2044676903613,2.2794677851201604,0.0,1.0
23.0,0.473634421028983,0.772570651586088,2.18273135418371,0.214093106443911,0.91456177382376,0.0,1.0,1.0,45.0,44.35,283.0,0.24,1.68750861369002,1.6891297272573105,1.70970761759703,0.0,2.0
87.0,0.458272531648249,0.7351427647249099,2.38400505917009,0.263452179859112,0.877168769708627,0.0,1.0,1.0,52.5,51.48,357.0,0.47,2.65165057591841,2.62684806618188,2.70345186827988,0.0,5.0
42.0,0.476616383038434,0.745578718201067,2.38548225346705,0.254297794815862,0.8588799851065742,0.0,1.0,1.0,47.5,46.48,321.0,0.34,2.24969474015686,2.01807396084725,2.1724903889394502,0.0,4.0
110.0,0.446153286785076,0.7289054755379321,2.3908917175381097,0.282703227159111,0.84943873502224,0.0,1.0,1.0,55.0,53.87,369.0,0.52,2.9136793041908104,2.88273758552361,2.9648339267168,0.0,5.0
3.0,0.468321335199882,0.7509988284418281,2.37101583847897,0.24612341401185606,0.859661668262867,0.0,1.0,1.0,47.5,46.4,313.0,0.36,2.65219820574761,2.04776902919605,1.99543310709588,0.0,7.0
94.0,0.44847495657865705,0.7333744022998621,2.33740875373156,0.26651282141605803,0.896902972542363,0.0,1.0,1.0,52.5,51.69,332.0,0.37,2.22553826893912,2.1987290427574098,2.25772884916039,0.0,5.0
126.0,0.44032238923345296,0.7317965605561649,2.32222154555067,0.275406808197101,0.8669548468823209,0.0,1.0,1.0,55.0,54.35,298.0,0.26,1.81499963014279,1.79215906442052,1.8193743586275104,0.0,5.0
85.0,0.421104667106584,0.7132972880437121,2.4253662047400097,0.306877608095655,0.868752880187092,0.0,1.0,1.0,57.5,56.4,326.0,0.42,2.8949450275200497,2.22126063905705,2.10735239911064,0.0,7.0
80.0,0.4698715301331571,0.7383779313603871,2.4038118814776803,0.26563057631103604,0.838845895959498,0.0,1.0,1.0,52.5,51.24,375.0,0.58,3.0672522016918795,3.04220256492176,3.11091977031302,0.0,5.0
156.0,0.466589066061808,0.737169563743053,2.3523949381697697,0.268202046525109,0.8659924318898999,0.0,1.0,1.0,55.0,54.37,305.0,0.26,1.87455649077774,1.86212293437125,1.9030198676945904,0.0,1.0
95.0,0.456430586186105,0.7440254754322791,2.29353721941269,0.25679987428635104,0.894596705508593,0.0,1.0,1.0,52.5,51.72,327.0,0.35,2.151127943465,2.12531517629161,2.1969577838405003,0.0,5.0
4.0,0.504434019696543,0.7466587023071751,2.4667796103617703,0.251220998966608,0.8218892615795699,0.0,1.0,1.0,45.0,43.91,365.0,0.53,2.81908394578984,2.82750988676006,2.90011632888009,0.0,1.0
146.0,0.40370785357604,0.723390095342815,2.3122963321934504,0.288585848631483,0.897338620308511,0.0,1.0,1.0,55.0,54.21,304.0,0.29,2.12211170337183,1.88411326476135,1.87062112487843,0.0,6.0
6.0,0.4680485521804579,0.760433142718092,2.27367827437407,0.23826233979131,0.8912366082584392,0.0,1.0,1.0,45.0,43.89,344.0,0.46,2.76621537089285,2.44070307798304,2.50411631342183,0.0,6.0
82.0,0.461542393198359,0.742478690861572,2.37229319455631,0.258488889509256,0.862136881403624,0.0,1.0,1.0,52.5,51.3,371.0,0.55,2.95813354797408,2.93305677144475,3.0055249241937703,0.0,5.0
130.0,0.44165480485289,0.7317537209676708,2.40430832516269,0.27345086674388697,0.875597661039325,0.0,1.0,1.0,55.0,53.87,355.0,0.48,2.98153090117702,2.63718706564656,2.67272817512249,0.0,6.0
