idx,fx1_R,fx0d5_R,fx1d5_R,fx2d5_R,fx3_R,fx5_R,fx7_R,Freq_Rated,Freq_Gen,CC_bus,Power,I_R_rms,I_S_rms,I_T_rms,Load,Class
23.0,1.11678165423963,0.0107238865896388,0.0339037552936545,0.0232604848049982,0.225371226509262,0.34154975461738296,0.4504140132697521,50.0,48.93,307.0,0.34,2.5696416372065203,1.98715077397166,1.90016870873456,0.0,7.0
34.0,1.24376395229527,0.0268463150815086,0.0354092033873903,0.0221356468682998,0.180252573190812,0.459328754830488,0.4081502499565751,47.5,46.41,361.0,0.51,2.74385774128057,2.74216226890262,2.8085393123633504,0.0,2.0
148.0,0.896651722654953,0.0110848930731671,0.02353464736989101,0.0112502523562952,0.22383244002452,0.409262160056556,0.33302296457682395,57.5,56.59,357.0,0.43,2.62800414159788,2.60806042672528,2.6984977915361203,0.0,2.0
19.0,1.18430342086075,0.0158601125377913,0.048632434998357,0.0133832323316028,0.212017529796207,0.4299223043322461,0.324240315576172,45.0,44.23,324.0,0.34,2.11083612943326,2.11203833521229,2.16164576214241,0.0,1.0
34.0,0.781895502612279,0.0142764094297181,0.0266586020381557,0.0339461378091987,0.15056190790541002,0.324057603238107,0.370182330843729,50.0,49.15,248.0,0.21,1.81909909756808,1.4668095998376598,1.32480838425523,0.0,7.0
23.0,0.98528105414725,0.0173793518178932,0.0404213339159166,0.013548327120061,0.18423786174837695,0.3795407541667501,0.2614157516954429,45.0,44.23,291.0,0.27,1.99689928125917,1.78778755986983,1.78046436052998,0.0,6.0
115.0,1.02320058284955,0.0318523211327232,0.0554380123680127,0.0443028448649539,0.175951252464075,0.460369642429451,0.440267502237104,55.0,54.02,358.0,0.46,2.65356455325359,2.63537213614836,2.7265683539358503,0.0,2.0
134.0,1.19728213136331,0.0159001722239767,0.0250454677688321,0.0127652426732041,0.163475409680972,0.360869075313254,0.470388608848734,55.0,53.91,372.0,0.53,2.95245561577626,2.95612059660948,3.0401791340662903,0.0,1.0
46.0,0.937378448039872,0.0321542061551626,0.0416926336799051,0.009749139525387241,0.17766013905143302,0.3893626312694241,0.32104292110496,47.5,46.84,296.0,0.27,1.8147694653826,1.8021965396589696,1.82808496321342,0.0,5.0
110.0,0.955363259441739,0.0196667914524532,0.0338956519890894,0.0127319639620114,0.149026724961747,0.34717046300155,0.364878086253113,52.5,51.55,359.0,0.47,2.65308748124407,2.65477389086321,2.7311601337412594,0.0,1.0
171.0,0.6892810597497528,0.0303434369676474,0.0435285381351076,0.0153430239718898,0.196281026196494,0.538233314649753,0.462872465307266,60.0,58.9,374.0,0.52,3.01694671534246,3.00051896305704,3.09546729601561,0.0,2.0
26.0,0.780227899503731,0.010073007211965,0.0317399639223674,0.00834829722419485,0.146600293808186,0.329376847225072,0.26107362263564,45.0,44.44,233.0,0.17,1.33742630000395,1.3463363509830002,1.35335142342819,0.0,2.0
19.0,1.2478324897023798,0.0392129128392068,0.0818947518917214,0.0845702752262658,0.173545108405335,0.368477825094011,0.32196598830412104,45.0,44.29,305.0,0.29,1.91347656835935,1.90010268952602,1.93173183663838,0.0,5.0
134.0,0.9099368364779672,0.0192604435154066,0.0343896939724046,0.0110511233484503,0.172762927134458,0.366886306239691,0.417684069699408,55.0,53.97,346.0,0.43,2.7627668928767206,2.45142707081578,2.47459474948107,0.0,6.0
125.0,0.715682287970442,0.00798855188665162,0.0392607560080738,0.0118195529211187,0.12689258482184698,0.236905807529599,0.248926508740617,52.5,51.89,213.0,0.13,1.3453620045048,1.22110425025124,1.18760266834427,0.0,6.0
227.0,0.5149393312661579,0.0415394565651763,0.0209192929814674,0.00908389926187813,0.139762922860618,0.491652913367041,0.33007496498631,60.0,59.32,323.0,0.3,2.09335121379838,2.06390355457172,2.12739841748665,0.0,1.0
106.0,0.8275420478286558,0.0259092793874579,0.0301036595943707,0.0183978048894662,0.14100171486294902,0.375739475310511,0.363391163433141,55.0,53.75,378.0,0.57,3.1173358521264904,3.08820821973734,3.16142288594648,0.0,5.0
81.0,1.06170383991622,0.0123259534047165,0.0375563205203839,0.0243106259627463,0.135827446223444,0.353745983514568,0.39385124950504297,50.0,49.08,326.0,0.35,2.4026854252776,2.13291235013362,2.1489384657374,0.0,6.0
122.0,0.53047282293853,0.011586770488601,0.0232246548827782,0.0148503669484136,0.199332469343887,0.42104986424071705,0.392074179605909,60.0,59.17,264.0,0.24,2.04263548064716,1.65049955671103,1.44216499002162,0.0,7.0
140.0,0.949905977646608,0.0159150668907985,0.0264270849975243,0.0139402083004919,0.25316350064814896,0.4944842771628629,0.450943623425465,57.5,56.4,346.0,0.39,2.60402837760052,2.3521171923734903,2.54530115099908,0.0,4.0
3.0,1.23829756133965,0.0142215729606193,0.0381425303490617,0.0143754566499545,0.214475889387602,0.466935533695403,0.334080505142874,45.0,43.83,358.0,0.5,2.78449759761626,2.6584599341791098,2.78492511723715,0.0,3.0
197.0,0.48390862654128,0.0151317763797767,0.0241899711075796,0.0102836328758684,0.132786713885554,0.457585372082474,0.320940794601567,60.0,59.42,291.0,0.23,1.75210050073652,1.7391209673778998,1.7659792184087,0.0,2.0
33.0,1.27060256668529,0.0551593124808346,0.0420183902712471,0.0130049677083283,0.217497823602507,0.402762856290627,0.400558597671476,47.5,46.33,373.0,0.58,2.98729907354967,2.99860438744414,3.06045102364073,0.0,1.0
12.0,1.21745759139394,0.0169554192153505,0.031884068537074,0.0180154433059403,0.14757433415032198,0.491389623958928,0.330546990006928,45.0,44.08,343.0,0.42,2.40710668441506,2.38959334131915,2.46306892788521,0.0,5.0
165.0,1.04317340278916,0.0112904829121959,0.029419075946843,0.0148068875487486,0.164466555872587,0.571727811158959,0.400659808048656,57.5,56.42,375.0,0.52,3.0247903985982205,3.00424349980372,3.1133197298525297,0.0,1.0
110.0,1.00073591563471,0.0168496020305112,0.0309829787721501,0.0139018680851013,0.168681639299384,0.438024946732817,0.358163963401704,55.0,53.92,368.0,0.51,2.8627203110261,2.84644412241291,2.9338118649725096,0.0,2.0
52.0,1.24746264760441,0.101290861428354,0.0952238516471324,0.0557537635091262,0.136385613873537,0.44247746998081294,0.369417910127108,47.5,46.68,282.0,0.24,1.84595896796529,1.65218986346018,1.74949823705365,0.0,4.0
40.0,1.35286483228997,0.0715744836870107,0.0397267270280409,0.0279464984863307,0.203171301129324,0.43889834610726,0.445101818572411,47.5,46.47,362.0,0.51,2.72921064695173,2.74004123307032,2.80845238792777,0.0,1.0
95.0,0.846423445254308,0.0106647747122516,0.0197460951934953,0.0111798458385486,0.205933536202314,0.489464523347049,0.4103493358900821,57.5,56.6,285.0,0.29,2.2615497528399504,1.78576989542637,1.61436182039055,0.0,7.0
127.0,0.951474975343778,0.014492150440913,0.0357280143501474,0.0135868332382494,0.151039115825439,0.439938240465483,0.405873542578956,55.0,54.08,313.0,0.26,2.12469648546932,1.8958356768581497,2.04189339712525,0.0,4.0
53.0,1.17060097991526,0.0916049980284346,0.0647260191753879,0.0387035708374184,0.160810822986604,0.425677508583428,0.39007098385273903,47.5,46.7,276.0,0.23,1.7987260582444,1.6104903607068997,1.70193810734698,0.0,4.0
21.0,1.13323995276921,0.0130206527866068,0.0318280668898795,0.0125017855248825,0.179614518750448,0.409791698286133,0.359721938912079,45.0,44.27,316.0,0.32,2.01081085586375,2.01560681612094,2.05914995650377,0.0,1.0
78.0,0.7568932395793359,0.0423135911671536,0.0506482624354075,0.0778992065363171,0.16216009551317098,0.2980177627453761,0.320002337060827,50.0,49.44,253.0,0.18,1.4614014228098795,1.46741523920731,1.47745646077174,0.0,2.0
60.0,0.94172920578264,0.0241866368999251,0.0287892149272966,0.0242955968962961,0.25394039174594296,0.498652709525848,0.4790284534635701,55.0,53.84,330.0,0.44,2.9879974083317995,2.28714708507438,2.2135416267346697,0.0,7.0
67.0,1.06936015921871,0.0101309846724527,0.0325956329366229,0.0337940495547181,0.214896848248846,0.35186455107497705,0.4439187795555971,50.0,48.97,347.0,0.42,2.54603869063526,2.4168139321594704,2.54459967597896,0.0,3.0
100.0,0.8068411549420179,0.013586490682075,0.0403593461204701,0.0172040515606889,0.170803969238878,0.351166473117534,0.39386083662125104,52.5,51.84,295.0,0.26,1.79157217153245,1.77347471783502,1.7980906987050602,0.0,5.0
57.0,0.964840616434974,0.0286157606436646,0.0318900291242318,0.0145333947678373,0.184555353004727,0.33507005350246305,0.317196095935024,47.5,46.73,290.0,0.25,1.9887227024133,1.7788365530393502,1.76952058460175,0.0,6.0
110.0,0.5823314701675639,0.0207010487183469,0.0290020855560681,0.0198080110517477,0.24479892918061105,0.4941236574371899,0.389467971827195,60.0,58.93,322.0,0.4,2.8562807655987,2.2031721985169903,2.0504881217392703,0.0,7.0
174.0,0.487869259041305,0.00913016327961338,0.0262602356655943,0.008194008251957041,0.150442300501008,0.411365286340294,0.3442844696453089,60.0,59.45,278.0,0.21,1.64989760797703,1.63334460213191,1.6478043640210602,0.0,5.0
107.0,0.6875844275136489,0.16893870398124602,0.152967216757319,0.0712488849140687,0.204544432371489,0.521632221584438,0.42208941131454497,60.0,58.87,327.0,0.42,2.93762193003632,2.26243694902021,2.11190435100504,0.0,7.0
40.0,1.20481675877885,0.0204279656157934,0.0318155298070009,0.0111708108899102,0.190344742276977,0.3837304355829029,0.392003940635214,47.5,46.63,340.0,0.4,2.34442023047477,2.3301689953131404,2.3962776060099,0.0,5.0
65.0,1.36539664870197,0.0101646662508826,0.0444457473768619,0.032918387736338,0.21388375351643696,0.3707564621455061,0.33708932039765804,50.0,48.79,349.0,0.44,2.66759344700624,2.40932129734364,2.60654694600216,0.0,4.0
49.0,0.990232002698189,0.048585675358260985,0.0431573755714831,0.0205545444665573,0.161754170703481,0.39496136989296493,0.27633728050475703,47.5,46.65,343.0,0.41,2.3672859596711,2.37651424845071,2.44300093479042,0.0,1.0
108.0,0.7638215244060491,0.0167280347740833,0.0395359271494185,0.0126047955054269,0.148917347226948,0.297734300810472,0.315533821472865,52.5,51.55,333.0,0.38,2.5066902926657204,2.22662991244785,2.2387732901673902,0.0,6.0
79.0,0.913907676933047,0.0115724443807353,0.0370093915163425,0.0263355290787798,0.149005771811156,0.30048745389644105,0.316074820462916,50.0,49.27,280.0,0.22,1.73891263665782,1.6321244878946,1.69428706328261,0.0,3.0
136.0,0.922912210238382,0.0393881958555355,0.0614295781564155,0.0826258412911095,0.145525965296095,0.329889326366577,0.41455910247188704,55.0,54.01,341.0,0.41,2.67638836894204,2.3731207602400497,2.3976843638277097,0.0,6.0
137.0,0.6522761438554361,0.0122853808304678,0.0351509401514588,0.0144715736875767,0.17117713026820802,0.355762817511691,0.23074993878709305,55.0,54.46,250.0,0.17,1.4286374192322,1.4339145996353302,1.4444637894000398,0.0,2.0
159.0,0.650981350414317,0.00936313167579293,0.0290138320661646,0.009238066946728579,0.14984458585663,0.33011638049123404,0.34076697806111106,57.5,56.78,235.0,0.15,1.4821472860421598,1.31144368448559,1.3734056845885,0.0,4.0
202.0,0.6532509580811021,0.0138880824930737,0.0235445986477485,0.0128405717376722,0.152091696850245,0.54751740144541,0.319543233785099,60.0,58.92,374.0,0.51,3.00261772020941,2.97257743432039,3.08855247050894,0.0,1.0
11.0,1.31676731667251,0.0276322381451533,0.0362706150552478,0.0117161759385036,0.163270713538286,0.44274385899349,0.30816651507732296,45.0,43.99,353.0,0.47,2.5645342628194103,2.57287788950592,2.63688393150842,0.0,2.0
4.0,1.3826050175875602,0.0196581205057165,0.0407926635703125,0.0162346568531003,0.145170126931887,0.5550546057722779,0.4166191099898139,45.0,43.78,344.0,0.42,2.59931538326482,2.35487011055382,2.54227812186532,0.0,4.0
123.0,1.03902831101689,0.0361496100965266,0.0633868742637205,0.0791373809658589,0.207696224374696,0.4047224756351821,0.365239297012838,55.0,54.0,327.0,0.32,2.29922214389874,2.05969121204084,2.22966735342004,0.0,4.0
169.0,1.04716986379534,0.0151872914598634,0.0297714066092131,0.0104851134391681,0.201559848026758,0.521652471187668,0.506345707861975,57.5,56.5,367.0,0.47,2.8391206835488703,2.810254051471,2.92166787403754,0.0,1.0
101.0,1.04384838711688,0.0104054453542558,0.0371306327829135,0.0133888624793389,0.20293318781226105,0.3404286925341189,0.437052885130368,52.5,51.53,315.0,0.3,2.16600166079165,1.93544043851934,2.09169373616106,0.0,4.0
182.0,0.620120348285616,0.0889113383638366,0.0376825681789697,0.0254914515477494,0.181436950895225,0.506065817623756,0.37773388722929,60.0,59.12,353.0,0.41,2.56586056880852,2.5392260475430803,2.631364212782509,0.0,2.0
148.0,0.631962826516038,0.0154769049977768,0.0268273833463599,0.0117418047318143,0.154127256369646,0.29096063503966,0.33657512878238594,55.0,54.25,291.0,0.26,1.9663705937857,1.7481480666353602,1.7261817466874,0.0,6.0
38.0,1.20590113592256,0.0471115770837693,0.0262090054667577,0.014401406932508,0.18625965690518,0.411505640364481,0.4019559370725039,47.5,46.43,365.0,0.52,2.8036184598261404,2.8153460544832902,2.883068258406729,0.0,1.0
56.0,0.937950016757767,0.0290074868004543,0.0442410848907823,0.0136225350670979,0.148756951532887,0.33888987479875105,0.23352813013051896,47.5,46.82,253.0,0.18,1.5352430906903702,1.4478276182664298,1.49029656042839,0.0,3.0
105.0,0.697078448272643,0.0113861956075511,0.0281502042999626,0.0115585441301812,0.13554664493639598,0.184747765959192,0.258587287881148,52.5,51.99,208.0,0.12,1.17651919816077,1.17846879896643,1.17952191552855,0.0,5.0
214.0,0.5031235627743571,0.0146501672613706,0.0203312194133997,0.0125165175176261,0.183730250958325,0.571887614302578,0.33824066306503103,60.0,59.16,351.0,0.39,2.51110960304849,2.47858003170034,2.57091124774879,0.0,1.0
147.0,0.7411727665758909,0.06540011828015599,0.0343889942065858,0.0913239325780645,0.19686725760072,0.44979103770971,0.415344529352137,57.5,56.54,314.0,0.3,2.17407663532489,1.90297845011556,2.0590142627281,0.0,4.0
124.0,0.926372274542533,0.034038588340229,0.0431537216585477,0.0331530506969606,0.17970061013073602,0.31749028685179,0.36473540682721706,55.0,54.59,335.0,0.34,2.33345060241941,2.18740073937396,2.32142306058173,0.0,3.0
162.0,0.70519040909968,0.15310656780161,0.14677475291181502,0.08511286921594903,0.16090048578361998,0.5743933879538421,0.47004515149052,60.0,58.88,345.0,0.37,2.61840796652173,2.3437881535784,2.54425635280464,0.0,4.0
111.0,1.08059385765069,0.0602300629035732,0.140920689990435,0.0193805357107601,0.204268714345556,0.31984934850265,0.468223420381117,52.5,51.57,357.0,0.46,2.6103899029341098,2.6096557295555898,2.69047040365089,0.0,1.0
169.0,0.576906427972981,0.0699519638572235,0.0728662069024968,0.0607322714799079,0.175278456585748,0.326321100831447,0.294552232981939,57.5,57.01,239.0,0.16,1.35669258945725,1.36400909088403,1.3746587144396298,0.0,2.0
222.0,0.518779792010167,0.0146104154429871,0.0319619057018905,0.0124312327267343,0.166479901852995,0.41852764567980894,0.461748832623125,60.0,59.27,334.0,0.32,2.23630155201789,2.2044676903613,2.2794677851201604,0.0,1.0
23.0,0.812569933338103,0.0112156377375924,0.0262080058653206,0.0138375076042936,0.151744372021294,0.3877382076600821,0.2818807336525589,45.0,44.35,283.0,0.24,1.68750861369002,1.6891297272573105,1.70970761759703,0.0,2.0
87.0,1.0855994980753298,0.10357656775018,0.0916839934647108,0.0689552140053022,0.143871263023775,0.4091052052611161,0.4292042667866761,52.5,51.48,357.0,0.47,2.65165057591841,2.62684806618188,2.70345186827988,0.0,5.0
42.0,1.42299592702117,0.0278982189881597,0.0421856307144526,0.0188227959963127,0.118751876939901,0.485157181673604,0.446540553350572,47.5,46.48,321.0,0.34,2.24969474015686,2.01807396084725,2.1724903889394502,0.0,4.0
110.0,0.967240134977408,0.0326096975144834,0.0304784259577402,0.0190074178109794,0.210553200600015,0.3543872405740061,0.477553742698475,55.0,53.87,369.0,0.52,2.9136793041908104,2.88273758552361,2.9648339267168,0.0,5.0
3.0,1.23980553074916,0.032555511148486004,0.0401882468309456,0.0172737399551143,0.224339327950953,0.499452868354346,0.4407804526312129,47.5,46.4,313.0,0.36,2.65219820574761,2.04776902919605,1.99543310709588,0.0,7.0
94.0,1.04262249483755,0.0143664404209484,0.0301465410641484,0.00840505732681715,0.171660326181846,0.335144178529938,0.323939147046392,52.5,51.69,332.0,0.37,2.22553826893912,2.1987290427574098,2.25772884916039,0.0,5.0
126.0,0.6963864756916021,0.0146155448220534,0.0217527809054152,0.0108198637566833,0.15769136674474898,0.35964188787606605,0.390444292638205,55.0,54.35,298.0,0.26,1.81499963014279,1.79215906442052,1.8193743586275104,0.0,5.0
85.0,0.963945450314549,0.0184903092853616,0.0295644182060979,0.0129063890323071,0.222594495231962,0.529991039010147,0.480538160783696,57.5,56.4,326.0,0.42,2.8949450275200497,2.22126063905705,2.10735239911064,0.0,7.0
80.0,1.08445803555684,0.055155282455327005,0.0308329172889947,0.0962055824989013,0.193937910329889,0.40725159361969104,0.40173436465440093,52.5,51.24,375.0,0.58,3.0672522016918795,3.04220256492176,3.11091977031302,0.0,5.0
156.0,0.930536599678641,0.0119270853250453,0.0306428146985765,0.014424123822088002,0.17166114849274802,0.4185393373840871,0.414920150543498,55.0,54.37,305.0,0.26,1.87455649077774,1.86212293437125,1.9030198676945904,0.0,1.0
