idx,fx1_R,fx0d5_R,fx1d5_R,fx2d5_R,fx3_R,fx5_R,fx7_R,Freq_Rated,Freq_Gen,CC_bus,Power,I_R_rms,I_S_rms,I_T_rms,Load,Class
28.0,0.9397076896036248,0.019159737972507,0.0289138137729018,0.0199749877659132,0.172469351098657,0.287754025162107,0.26865226777329104,45.0,44.33,260.0,0.21,1.71832170064317,1.5463047273039,1.52051690943366,0.0,6.0
107.0,0.8942848221416229,0.0125823976116689,0.0304651624728746,0.011026876604815,0.16953055238045495,0.261998815514158,0.264108256303853,52.5,51.79,270.0,0.23,1.66130912798584,1.54504737719183,1.6063301090556898,0.0,3.0
174.0,0.982517916850284,0.0111612267411014,0.0254196588695555,0.0123127350869671,0.21672301139190495,0.5566531116126121,0.481135176661643,57.5,56.6,358.0,0.42,2.64021239441821,2.6113461832033,2.71988829647812,0.0,1.0
95.0,0.720178491558812,0.00791352235483873,0.0352452928182576,0.0132185673486877,0.135447426897337,0.266487185573988,0.182083487852208,50.0,49.36,230.0,0.16,1.4704481834459902,1.3261851817707802,1.29143121720995,0.0,6.0
246.0,0.35713814384797404,0.011295643965258005,0.0203127759756277,0.00661054194595955,0.17842796928480398,0.26975096257807,0.258246184736934,60.0,59.53,231.0,0.13,1.30497770839758,1.31157532496287,1.32084357656623,0.0,1.0
49.0,1.1098684039727,0.096560073070836,0.14301653089402694,0.0471207490413964,0.18207121190151696,0.355329666329649,0.456243314670363,52.5,51.51,296.0,0.33,2.41998073074248,1.89335725215644,1.76066985102995,0.0,7.0
69.0,1.23561905799627,0.0186652328007456,0.0477590417488761,0.0320862341936719,0.168819023423081,0.3795972031597429,0.4586842822826071,50.0,49.01,342.0,0.4,2.4491011062703,2.32115476017961,2.44574743597823,0.0,3.0
105.0,0.680876534054719,0.008668211079481021,0.0303371639322156,0.0115337393600093,0.162317792590771,0.2679665472505789,0.21061950370280605,52.5,51.96,245.0,0.17,1.3890404183108702,1.39286787298947,1.40307565459441,0.0,2.0
107.0,0.8073362475692379,0.0171796764249635,0.0262936761148547,0.009344585197783929,0.124580209858191,0.34328526290127004,0.367489063443279,52.5,51.65,280.0,0.22,1.82803824773762,1.6169984775778,1.72250009543299,0.0,4.0
139.0,0.6578571540463829,0.0307827562124794,0.0344510707403635,0.016603298275498998,0.166584010794737,0.292446244800069,0.29485885932668104,55.0,54.5,215.0,0.13,1.23175613849249,1.23534405027523,1.2449960786856002,0.0,2.0
199.0,0.445944550577224,0.0183226760122523,0.0224896161282205,0.0227465120740553,0.15861282372684898,0.4698940018110861,0.318456981220382,60.0,59.24,306.0,0.28,2.13952196419266,1.89583273818374,1.86596476997936,0.0,6.0
27.0,0.676703039337949,0.00949217352945873,0.024964246005086,0.0111511904525062,0.16804816753810506,0.21270668890809905,0.22297510190196895,45.0,44.47,210.0,0.12,1.18398103499212,1.1958681833032,1.19918379074125,0.0,2.0
36.0,1.07964492794074,0.0439000756974132,0.0608818353739032,0.0257081597342702,0.19738143601079505,0.4826067593292141,0.315510122152824,47.5,46.46,356.0,0.48,2.6240117055791097,2.62367821559686,2.68987280624155,0.0,2.0
56.0,0.921488499204482,0.104647532181044,0.0704008934453053,0.0546254135504555,0.15115712917281898,0.405331979391308,0.272464511675942,47.5,46.76,255.0,0.17,1.6263021765219,1.45580472187718,1.53069351025765,0.0,4.0
127.0,0.842031116755379,0.0759017290640032,0.055435816335510986,0.0641654079183836,0.148737825442143,0.429453780543655,0.31604309057644,55.0,54.68,318.0,0.29,2.09435043924256,1.961426708291,2.06755905175883,0.0,3.0
193.0,0.486593495908245,0.0247113199403233,0.0205224827349053,0.0123423628643574,0.156801818452387,0.484205186462689,0.47957444984201,60.0,59.34,322.0,0.31,2.0236311788123302,1.99809402699928,2.0449348239138003,0.0,2.0
55.0,1.02803737960969,0.0932752859026277,0.0938993638127461,0.0598741430598899,0.155063463571481,0.344627211884026,0.279538828128743,47.5,46.69,300.0,0.29,2.09064283650466,1.8638987717631,1.8661533339892,0.0,6.0
108.0,0.6265272896362181,0.0596746105202051,0.0402289722232448,0.0196235690030147,0.21940115762656,0.4805921872131161,0.460011431389899,60.0,58.89,325.0,0.41,2.88777389177918,2.22925428106501,2.07305426732791,0.0,7.0
81.0,1.14353968755117,0.0203959883724199,0.0419189786740328,0.0187870953073614,0.21036955561172105,0.335542144256945,0.493634702628013,52.5,51.27,373.0,0.56,3.01377981221762,2.98753010323744,3.05768630171034,0.0,5.0
216.0,0.640631220741646,0.0598773888646976,0.0577461280816926,0.0218013594484172,0.20165616737646105,0.574798173287741,0.4741264988510349,60.0,59.2,345.0,0.36,2.41890977631769,2.38823184752892,2.4736221136379104,0.0,1.0
88.0,1.0687445271399,0.018667012590705,0.029117883408873,0.0164581418307616,0.146325533587221,0.41221792559288106,0.3937727180570551,52.5,51.38,359.0,0.48,2.75470850006708,2.61437087267207,2.7519471434915697,0.0,3.0
67.0,1.27564584722595,0.0580965728289962,0.0567074703392693,0.0548136810381299,0.21352996012126105,0.344516562229625,0.466857810118844,50.0,48.83,337.0,0.37,2.50044422182432,2.22128475288729,2.41484280264046,0.0,4.0
41.0,0.932119213536001,0.0305635851722225,0.0345337421644682,0.0129711749279339,0.14636263706735098,0.391271501860918,0.33308397108461896,47.5,46.45,344.0,0.41,2.4934603192711,2.36906306839698,2.49679393245287,0.0,3.0
233.0,0.448264158446372,0.0321588355332718,0.0267051319673976,0.0153455122351377,0.14229556349584194,0.39425746939141104,0.41410243557483295,60.0,59.39,304.0,0.24,1.88313844170297,1.8637616833346295,1.91450246164354,0.0,1.0
175.0,0.67378525199369,0.0227641057310829,0.0248287072963947,0.0129487103811893,0.145942458575259,0.478092652674785,0.467819962324192,60.0,58.98,368.0,0.47,2.86176155480697,2.84168191544078,2.93623042107701,0.0,2.0
137.0,1.09763347659007,0.0170088682182442,0.0277345680787486,0.0203215122728928,0.180486099761573,0.4620951444284141,0.523477778836224,55.0,53.97,368.0,0.5,2.8322724420571803,2.83302915801928,2.914860733839069,0.0,1.0
79.0,1.28773922531456,0.0166192958920189,0.04405216037757,0.0318402165191666,0.172236964389841,0.4290620161047,0.3845833200969779,50.0,49.09,353.0,0.44,2.54365801542145,2.54578081848181,2.62354241570956,0.0,1.0
167.0,0.628905769915015,0.0504882838308229,0.0397491510117306,0.0252255559642454,0.182260789549254,0.4133504645428641,0.419602592540299,57.5,56.64,327.0,0.35,2.38201214089043,2.1057742256957,2.11696635464138,0.0,6.0
143.0,0.7254551979590692,0.0704483663357148,0.0446723362786398,0.0779338631551216,0.220646845453623,0.510811023561902,0.470324744417675,57.5,56.46,339.0,0.37,2.48293314144197,2.23853971020536,2.42232788346204,0.0,4.0
