idx,scm_COR_R,scm_IDM_R,scm_ENT_R,scm_CSD_R,scm_CSR_R,scm_DKL_R,scm_MDR_R,scm_CAD_R,Freq_Rated,Freq_Gen,CC_bus,Power,I_R_rms,I_S_rms,I_T_rms,Load,Class
28.0,0.4525839338055421,0.7601903516640571,2.17379271294076,0.223799176833728,0.943328476997174,0.0,1.0,1.0,45.0,44.33,260.0,0.21,1.71832170064317,1.5463047273039,1.52051690943366,0.0,6.0
107.0,0.447407109400459,0.7615102270823499,2.16299149254578,0.23517349912802,0.911015695779382,0.0,1.0,1.0,52.5,51.79,270.0,0.23,1.66130912798584,1.54504737719183,1.6063301090556898,0.0,3.0
174.0,0.44985804429217296,0.725005437540782,2.41032865691239,0.29309991712870503,0.848866487515917,0.0,1.0,1.0,57.5,56.6,358.0,0.42,2.64021239441821,2.6113461832033,2.71988829647812,0.0,1.0
95.0,0.4530445651106379,0.776662835130014,2.08732892769062,0.207696620484024,0.9374386605576692,0.0,1.0,1.0,50.0,49.36,230.0,0.16,1.4704481834459902,1.3261851817707802,1.29143121720995,0.0,6.0
246.0,0.36818356534237295,0.7025037232697329,2.48796554200494,0.34074222768834395,0.500462591129216,0.0,1.0,1.0,60.0,59.53,231.0,0.13,1.30497770839758,1.31157532496287,1.32084357656623,0.0,1.0
49.0,0.44630251187161496,0.739480884419138,2.36845680579724,0.26660914521623297,0.863466056110261,0.0,1.0,1.0,52.5,51.51,296.0,0.33,2.41998073074248,1.89335725215644,1.76066985102995,0.0,7.0
69.0,0.472109314829209,0.7457788914742559,2.3654279431237097,0.253834443527771,0.8586872559683401,0.0,1.0,1.0,50.0,49.01,342.0,0.4,2.4491011062703,2.32115476017961,2.44574743597823,0.0,3.0
105.0,0.44949571578085495,0.779496133699177,2.02645585252849,0.21066494085669604,0.950430523429124,0.0,1.0,1.0,52.5,51.96,245.0,0.17,1.3890404183108702,1.39286787298947,1.40307565459441,0.0,2.0
107.0,0.44359467021851706,0.744612726920729,2.27558506331809,0.260111958213814,0.8878928747673971,0.0,1.0,1.0,52.5,51.65,280.0,0.22,1.82803824773762,1.6169984775778,1.72250009543299,0.0,4.0
139.0,0.428085112855239,0.8119651179785308,1.79101727390504,0.180556183931358,0.969988409861126,0.0,1.0,1.0,55.0,54.5,215.0,0.13,1.23175613849249,1.23534405027523,1.2449960786856002,0.0,2.0
199.0,0.3929782867078,0.7744493665004181,1.94207008508418,0.24759175117976104,0.9269034557981728,0.0,1.0,1.0,60.0,59.24,306.0,0.28,2.13952196419266,1.89583273818374,1.86596476997936,0.0,6.0
27.0,0.4575084097365461,0.7915274897497191,1.98046839065999,0.187903276416207,0.969889973996702,0.0,1.0,1.0,45.0,44.47,210.0,0.12,1.18398103499212,1.1958681833032,1.19918379074125,0.0,2.0
36.0,0.467452086955152,0.73827980804725,2.4031052098593904,0.257032988554428,0.838698087370933,0.0,1.0,1.0,47.5,46.46,356.0,0.48,2.6240117055791097,2.62367821559686,2.68987280624155,0.0,2.0
56.0,0.4800241986616571,0.763673575366945,2.22686106543158,0.22279052283935896,0.914133966379382,0.0,1.0,1.0,47.5,46.76,255.0,0.17,1.6263021765219,1.45580472187718,1.53069351025765,0.0,4.0
127.0,0.435421297947621,0.7356727727506809,2.29717072335121,0.27433819126602,0.882755085366841,0.0,1.0,1.0,55.0,54.68,318.0,0.29,2.09435043924256,1.961426708291,2.06755905175883,0.0,3.0
193.0,0.400977108578805,0.745267551050828,2.08349130892764,0.28266725476869103,0.927444634954596,0.0,1.0,1.0,60.0,59.34,322.0,0.31,2.0236311788123302,1.99809402699928,2.0449348239138003,0.0,2.0
55.0,0.463284840762853,0.760896031166302,2.20408553324833,0.23137197817667304,0.9178678849946328,0.0,1.0,1.0,47.5,46.69,300.0,0.29,2.09064283650466,1.8638987717631,1.8661533339892,0.0,6.0
108.0,0.36893405468631496,0.700859253444723,2.32817938864249,0.333331005858109,0.864706303733309,0.0,1.0,1.0,60.0,58.89,325.0,0.41,2.88777389177918,2.22925428106501,2.07305426732791,0.0,7.0
81.0,0.454355369039799,0.7257104705506692,2.42525340866862,0.284936006322891,0.864636507513854,0.0,1.0,1.0,52.5,51.27,373.0,0.56,3.01377981221762,2.98753010323744,3.05768630171034,0.0,5.0
216.0,0.446953884784952,0.653475181012625,2.86050562168013,0.409717457329951,0.2467971529916,0.0,1.0,1.0,60.0,59.2,345.0,0.36,2.41890977631769,2.38823184752892,2.4736221136379104,0.0,1.0
88.0,0.452512084006557,0.7401705352913299,2.37075011409832,0.266252254981395,0.8694545795167059,0.0,1.0,1.0,52.5,51.38,359.0,0.48,2.75470850006708,2.61437087267207,2.7519471434915697,0.0,3.0
67.0,0.464354242237435,0.727632574655102,2.47520430359065,0.2784758577592,0.836940028024852,0.0,1.0,1.0,50.0,48.83,337.0,0.37,2.50044422182432,2.22128475288729,2.41484280264046,0.0,4.0
41.0,0.471279347681592,0.7356944219648929,2.4364468072099,0.258026405135178,0.8246491185976871,0.0,1.0,1.0,47.5,46.45,344.0,0.41,2.4934603192711,2.36906306839698,2.49679393245287,0.0,3.0
233.0,0.4311936388790821,0.675785262474996,2.70665283146874,0.379577253802827,0.3301378828180431,0.0,1.0,1.0,60.0,59.39,304.0,0.24,1.88313844170297,1.8637616833346295,1.91450246164354,0.0,1.0
175.0,0.37418839761599,0.727230415684906,2.23488194128093,0.303259916078293,0.912336320755265,0.0,1.0,1.0,60.0,58.98,368.0,0.47,2.86176155480697,2.84168191544078,2.93623042107701,0.0,2.0
137.0,0.4695228254065061,0.715051841258491,2.50768943608715,0.299720299809881,0.8098617480073,0.0,1.0,1.0,55.0,53.97,368.0,0.5,2.8322724420571803,2.83302915801928,2.914860733839069,0.0,1.0
79.0,0.4711834700172121,0.720751888369948,2.52178624533445,0.28352278667816805,0.810044577693125,0.0,1.0,1.0,50.0,49.09,353.0,0.44,2.54365801542145,2.54578081848181,2.62354241570956,0.0,1.0
167.0,0.412403513773233,0.7367676529529649,2.2362063623967403,0.281569396899072,0.9002485641361531,0.0,1.0,1.0,57.5,56.64,327.0,0.35,2.38201214089043,2.1057742256957,2.11696635464138,0.0,6.0
143.0,0.4162114969067121,0.717648409691124,2.38728497938601,0.306762464806175,0.8658870617604629,0.0,1.0,1.0,57.5,56.46,339.0,0.37,2.48293314144197,2.23853971020536,2.42232788346204,0.0,4.0
21.0,0.487300267636594,0.777931635367884,2.17758047608537,0.20590533790171306,0.922316815810315,0.0,1.0,1.0,45.0,44.35,285.0,0.25,1.72359368641018,1.7144372052709698,1.73477206624816,0.0,5.0
71.0,0.465723386055028,0.7429310114262792,2.3589499490998,0.254133991934101,0.8698989941943571,0.0,1.0,1.0,50.0,49.07,336.0,0.37,2.33141039288713,2.20805457147418,2.32519564029567,0.0,3.0
48.0,0.475422377001839,0.767942987912578,2.22981017388801,0.218268414707102,0.876585681515527,0.0,1.0,1.0,47.5,46.9,271.0,0.22,1.6008908148531005,1.59517066095844,1.61059396135136,0.0,5.0
13.0,0.472978553796381,0.741223908918406,2.3891470760337,0.24873482940581,0.851479285901179,0.0,1.0,1.0,45.0,44.11,339.0,0.41,2.34417887770279,2.32798619058321,2.39666331002344,0.0,5.0
70.0,0.466435666894278,0.7447014491890199,2.3544667443710097,0.25525747358113005,0.874642129133527,0.0,1.0,1.0,50.0,48.86,355.0,0.49,2.97096688244969,2.61760233772787,2.67613809202973,0.0,6.0
179.0,0.447941237163116,0.717421872758057,2.43940013888471,0.299932208379659,0.8049603514442879,0.0,1.0,1.0,57.5,56.7,344.0,0.38,2.43920139068932,2.4196090864356803,2.50878098929422,0.0,1.0
2.0,0.479116531208418,0.7345703498024009,2.4865273208133,0.257518515151029,0.79285615949903,0.0,1.0,1.0,45.0,43.72,373.0,0.6,3.01260276218669,3.0198015026580203,3.0734346124125,0.0,2.0
166.0,0.4730538902454861,0.7215631945045741,2.5075956406528,0.299082588335528,0.8051077059816679,0.0,1.0,1.0,57.5,56.44,374.0,0.52,2.98950091094871,2.9691498520577206,3.07656400012759,0.0,1.0
127.0,0.4339059486655621,0.7303214875188051,2.34030979230777,0.277838766240406,0.8889857581532291,0.0,1.0,1.0,55.0,54.26,323.0,0.32,2.10063472449894,2.07959283239205,2.13336035900684,0.0,2.0
43.0,0.478467258020452,0.74075171484022,2.40049493660571,0.256845259265092,0.8203514011556321,0.0,1.0,1.0,47.5,46.5,317.0,0.32,2.2117587658016897,1.98479373801895,2.13078478247236,0.0,4.0
132.0,0.440258536654579,0.759670606824881,2.15836289491369,0.24225755936222304,0.92829812093601,0.0,1.0,1.0,55.0,54.36,297.0,0.26,1.80421280993272,1.7893750813175602,1.82456550201602,0.0,2.0
74.0,0.422350116697735,0.74640234071774,2.20508580935511,0.261171704707026,0.908134204288232,0.0,1.0,1.0,55.0,54.12,281.0,0.21,1.9179246475689296,1.53621943898748,1.37863297354211,0.0,7.0
20.0,0.473957014204721,0.771652571146366,2.1823086635454603,0.215459688239137,0.919568488334067,0.0,1.0,1.0,45.0,44.32,297.0,0.28,1.82151580998833,1.80959454840476,1.83428170678015,0.0,5.0
201.0,0.353040006475707,0.733030347456384,2.06081990864559,0.284242876292062,0.913535207138434,0.0,1.0,1.0,60.0,59.5,245.0,0.15,1.40651716610088,1.40893116405201,1.41787441821051,0.0,2.0
63.0,0.461589782968875,0.75412506410063,2.3207430394219504,0.242525985833661,0.869901175108148,0.0,1.0,1.0,50.0,48.99,357.0,0.47,2.6448397032246,2.6386431899507,2.7135755947627,0.0,2.0
124.0,0.4438168802158421,0.7533070178081779,2.22580742148762,0.25316663359972,0.907843757527359,0.0,1.0,1.0,55.0,54.29,315.0,0.3,2.0051547212642697,1.97299051864021,2.01465256797062,0.0,5.0
104.0,0.4381662131574471,0.743218134522482,2.29399670051582,0.267439994233667,0.8871965253511309,0.0,1.0,1.0,52.5,51.59,299.0,0.25,1.99422459661948,1.76398813382173,1.8934052060930904,0.0,4.0
189.0,0.459106056052123,0.731432583858746,2.39237108037168,0.27987450741943704,0.880869988796316,0.0,1.0,1.0,57.5,56.9,303.0,0.25,1.8701356569307896,1.85419660264016,1.90031389680942,0.0,1.0
225.0,0.436873548158766,0.660720185001652,2.81090585599854,0.399340550057901,0.297126218474603,0.0,1.0,1.0,60.0,59.3,327.0,0.31,2.14647487989459,2.11732726748572,2.18234567623362,0.0,1.0
52.0,0.454685748541573,0.7664127285825959,2.16036204002046,0.234483386148355,0.9117931766405308,0.0,1.0,1.0,47.5,46.63,317.0,0.33,2.29138246976837,2.04480254285915,2.0493416920591296,0.0,6.0
3.0,0.481944805124736,0.7433065247446741,2.37866892815256,0.245732717963148,0.863106041163664,0.0,1.0,1.0,45.0,43.81,370.0,0.58,2.97905556290464,2.95997271232726,3.01766751779053,0.0,5.0
89.0,0.455594630946986,0.729671356021248,2.41177603789632,0.27554128523793897,0.8601057837177031,0.0,1.0,1.0,52.5,51.4,356.0,0.47,2.7031272433024403,2.5644590917694,2.70245284272353,0.0,3.0
87.0,0.471893479797531,0.736095162382593,2.4270713134156,0.261232114912529,0.8683514273945101,0.0,1.0,1.0,50.0,49.26,327.0,0.34,2.12888167352504,2.12652488715704,2.18074919404825,0.0,1.0
59.0,0.453785562570092,0.7530120481927709,2.24750717839708,0.234901717623397,0.931318553076217,0.0,1.0,1.0,47.5,46.77,280.0,0.23,1.88336634920933,1.68605327432743,1.6645134565818798,0.0,6.0
125.0,0.42069784267974,0.780311188101815,1.88238775427004,0.23961936587882104,0.9311996217601012,0.0,1.0,1.0,60.0,59.23,230.0,0.18,1.72942292258287,1.4189082075567,1.2196737055934,0.0,7.0
145.0,0.40322329341061103,0.7114905727499109,2.3963022509560097,0.315533780701463,0.885039553827016,0.0,1.0,1.0,57.5,56.5,333.0,0.35,2.38249061972398,2.14082895702046,2.3157572943604703,0.0,4.0
174.0,0.3936712269294029,0.7612087995737231,2.01807342544864,0.258291693270506,0.9004159867220249,0.0,1.0,1.0,60.0,59.27,302.0,0.24,1.9366261362718704,1.81184718654686,1.8926033340783104,0.0,3.0
140.0,0.409978369092231,0.708968450903935,2.3882850954502697,0.31020798540973604,0.860366486340812,0.0,1.0,1.0,57.5,56.38,363.0,0.47,2.82408164073228,2.70236223776826,2.85047002357086,0.0,3.0
82.0,0.461211671688245,0.7612319778329251,2.2405194175264,0.236757120051645,0.9073206670142429,0.0,1.0,1.0,50.0,49.1,322.0,0.34,2.35656283788377,2.08999693810311,2.1064784727588504,0.0,6.0
